"QB","RB","RB","WR","WR","WR","TE","FLEX","DEF","","Instructions"
"","","","","","","","","","","1) Create a lineup by inserting any player from this list into their appropriate position columns"
"","","","","","","","","","","2) You can paste either the Player ID + Name OR ID from their respective columns"
"","","","","","","","","","","3) Any information to the right of the last position column will be ignored in the upload"
"","","","","","","","","","","4) Maximum of 250 lineups per upload"
"","","","","","","","","",""
"","","","","","","","","","","Player ID + Player Name","Id","Position","First Name","Nickname","Last Name","FPPG","Played","Salary","Game","Team","Opponent","Injury Indicator","Injury Details","Tier","",""
"","","","","","","","","","","39577-104281:Jake Dolegala","39577-104281","QB","Jake","Jake Dolegala","Dolegala","0","0","6000","CIN@LAR","CIN","LAR","","","","",""
"","","","","","","","","","","39577-14194:Blaine Gabbert","39577-14194","QB","Blaine","Blaine Gabbert","Gabbert","4.630000114440918","8","6000","TB@TEN","TB","TEN","IR","Shoulder","","",""
"","","","","","","","","","","39577-26483:Geno Smith","39577-26483","QB","Geno","Geno Smith","Smith","-0.3700000047683716","4","6000","SEA@ATL","SEA","ATL","","","","",""
"","","","","","","","","","","39577-39795:Davis Webb","39577-39795","QB","Davis","Davis Webb","Webb","0","0","6000","PHI@BUF","BUF","PHI","","","","",""
"","","","","","","","","","","39577-56192:John Wolford","39577-56192","QB","John","John Wolford","Wolford","0","0","6000","CIN@LAR","LAR","CIN","","","","",""
"","","","","","","","","","","39577-29605:Matt Barkley","39577-29605","QB","Matt","Matt Barkley","Barkley","4.079999923706055","1","6000","PHI@BUF","BUF","PHI","","","","",""
"","","","","","","","","","","39577-33702:Ryan Griffin","39577-33702","QB","Ryan","Ryan Griffin","Griffin","0","0","6000","TB@TEN","TB","TEN","","","","",""
"","","","","","","","","","","39577-43956:David Fales","39577-43956","QB","David","David Fales","Fales","0","1","6000","NYJ@JAC","NYJ","JAC","","","","",""
"","","","","","","","","","","39577-38837:Danny Etling","39577-38837","QB","Danny","Danny Etling","Etling","0","0","6000","SEA@ATL","ATL","SEA","","","","",""
"","","","","","","","","","","39577-62535:Tyrell Williams","39577-62535","WR","Tyrell","Tyrell Williams","Williams","13.524999618530273","4","5900","OAK@HOU","OAK","HOU","Q","Foot","","",""
"","","","","","","","","","","39577-54606:John Brown","39577-54606","WR","John","John Brown","Brown","12.699999491373697","6","5900","PHI@BUF","BUF","PHI","","","","",""
"","","","","","","","","","","39577-71845:Miles Sanders","39577-71845","RB","Miles","Miles Sanders","Sanders","8.142857142857142","7","5800","PHI@BUF","PHI","BUF","","","","",""
"","","","","","","","","","","39577-24755:Jamison Crowder","39577-24755","WR","Jamison","Jamison Crowder","Crowder","7.700000127156575","6","5800","NYJ@JAC","NYJ","JAC","","","","",""
"","","","","","","","","","","39577-52613:Curtis Samuel","39577-52613","WR","Curtis","Curtis Samuel","Samuel","10.466666539510092","6","5800","CAR@SF","CAR","SF","","","","",""
"","","","","","","","","","","39577-60910:Dede Westbrook","39577-60910","WR","Dede","Dede Westbrook","Westbrook","8.89999989100865","7","5800","NYJ@JAC","JAC","NYJ","Q","Neck","","",""
"","","","","","","","","","","39577-7761:Jared Cook","39577-7761","TE","Jared","Jared Cook","Cook","6.049999872843425","6","5800","ARI@NO","NO","ARI","O","Ankle","","",""
"","","","","","","","","","","39577-8117:Danny Amendola","39577-8117","WR","Danny","Danny Amendola","Amendola","8.240000152587891","5","5800","NYG@DET","DET","NYG","","","","",""
"","","","","","","","","","","39577-53390:Zach Pascal","39577-53390","WR","Zach","Zach Pascal","Pascal","12.399999618530273","4","5700","DEN@IND","IND","DEN","","","","",""
"","","","","","","","","","","39577-73273:David Montgomery","39577-73273","RB","David","David Montgomery","Montgomery","7.849999745686849","6","5700","LAC@CHI","CHI","LAC","","","","",""
"","","","","","","","","","","39577-55970:Royce Freeman","39577-55970","RB","Royce","Royce Freeman","Freeman","9.728571210588727","7","5700","DEN@IND","DEN","IND","","","","",""
"","","","","","","","","","","39577-27457:Kenny Stills","39577-27457","WR","Kenny","Kenny Stills","Stills","8.55999984741211","5","5700","OAK@HOU","HOU","OAK","","","","",""
"","","","","","","","","","","39577-39829:Mike Williams","39577-39829","WR","Mike","Mike Williams","Williams","7.75","6","5700","LAC@CHI","LAC","CHI","","","","",""
"","","","","","","","","","","39577-40977:Ricky Seals-Jones","39577-40977","TE","Ricky","Ricky Seals-Jones","Seals-Jones","7.449999809265137","4","5600","CLE@NE","CLE","NE","","","","",""
"","","","","","","","","","","39577-63591:Ronald Jones II","39577-63591","RB","Ronald","Ronald Jones II","Jones II","8.59999974568685","6","5600","TB@TEN","TB","TEN","","","","",""
"","","","","","","","","","","39577-25813:Phillip Dorsett II","39577-25813","WR","Phillip","Phillip Dorsett II","Dorsett II","11.88000030517578","5","5600","CLE@NE","NE","CLE","","","","",""
"","","","","","","","","","","39577-60858:Christian Kirk","39577-60858","WR","Christian","Christian Kirk","Kirk","10","4","5600","ARI@NO","ARI","NO","Q","Ankle","","",""
"","","","","","","","","","","39577-70157:Darrell Henderson Jr.","39577-70157","RB","Darrell","Darrell Henderson Jr.","Henderson Jr.","3.2333332697550454","3","5600","CIN@LAR","LAR","CIN","","","","",""
